Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
FAY99780_pass_barcode08_98e12ebb_5ad7f319_42	(11.0, 1.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 2.0)	(17.0, 2.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 6.0)	(21.0, 7.0)	(22.0, 1.0)	(23.0, 9.0)	(24.0, 9.0)	(25.0, 8.0)	(26.0, 13.0)	(27.0, 10.0)	(28.0, 8.0)	(29.0, 14.0)	(30.0, 27.0)	(31.0, 33.0)	(32.0, 22.0)	(33.0, 17.0)	(34.0, 11.0)	(35.0, 4.0)	(36.0, 2.0)	(37.0, 1.0)								
FAY99780_pass_barcode08_98e12ebb_5ad7f319_43	(15.0, 1.0)	(16.0, 1.0)	(17.0, 7.0)	(18.0, 1.0)	(19.0, 2.0)	(20.0, 7.0)	(21.0, 6.0)	(22.0, 3.0)	(23.0, 7.0)	(24.0, 8.0)	(25.0, 6.0)	(26.0, 8.0)	(27.0, 16.0)	(28.0, 22.0)	(29.0, 15.0)	(30.0, 22.0)	(31.0, 33.0)	(32.0, 24.0)	(33.0, 10.0)	(34.0, 5.0)	(35.0, 0.0)	(36.0, 1.0)	(37.0, 1.0)												
FAY99780_pass_barcode08_98e12ebb_5ad7f319_44	(14.0, 1.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 3.0)	(19.0, 2.0)	(20.0, 2.0)	(21.0, 2.0)	(22.0, 7.0)	(23.0, 6.0)	(24.0, 2.0)	(25.0, 8.0)	(26.0, 12.0)	(27.0, 12.0)	(28.0, 17.0)	(29.0, 19.0)	(30.0, 23.0)	(31.0, 20.0)	(32.0, 25.0)	(33.0, 16.0)	(34.0, 5.0)	(35.0, 7.0)	(36.0, 1.0)												
FAY99780_pass_barcode08_98e12ebb_5ad7f319_45	(9.0, 1.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 3.0)	(20.0, 2.0)	(21.0, 4.0)	(22.0, 6.0)	(23.0, 5.0)	(24.0, 6.0)	(25.0, 8.0)	(26.0, 10.0)	(27.0, 15.0)	(28.0, 11.0)	(29.0, 15.0)	(30.0, 24.0)	(31.0, 32.0)	(32.0, 19.0)	(33.0, 15.0)	(34.0, 7.0)	(35.0, 4.0)	(36.0, 3.0)							
FAY99780_pass_barcode08_98e12ebb_5ad7f319_46	(16.0, 1.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 4.0)	(21.0, 0.0)	(22.0, 1.0)	(23.0, 3.0)	(24.0, 7.0)	(25.0, 6.0)	(26.0, 11.0)	(27.0, 12.0)	(28.0, 14.0)	(29.0, 14.0)	(30.0, 17.0)	(31.0, 24.0)	(32.0, 16.0)	(33.0, 13.0)	(34.0, 6.0)	(35.0, 1.0)	(36.0, 1.0)	(37.0, 1.0)	(38.0, 0.0)	(39.0, 1.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_47	(13.0, 1.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 2.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 3.0)	(20.0, 0.0)	(21.0, 3.0)	(22.0, 6.0)	(23.0, 3.0)	(24.0, 5.0)	(25.0, 6.0)	(26.0, 4.0)	(27.0, 9.0)	(28.0, 13.0)	(29.0, 21.0)	(30.0, 19.0)	(31.0, 20.0)	(32.0, 17.0)	(33.0, 9.0)	(34.0, 6.0)	(35.0, 1.0)	(36.0, 3.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_48	(14.0, 1.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 2.0)	(20.0, 0.0)	(21.0, 8.0)	(22.0, 9.0)	(23.0, 6.0)	(24.0, 8.0)	(25.0, 7.0)	(26.0, 12.0)	(27.0, 12.0)	(28.0, 7.0)	(29.0, 14.0)	(30.0, 23.0)	(31.0, 21.0)	(32.0, 35.0)	(33.0, 18.0)	(34.0, 14.0)	(35.0, 2.0)	(36.0, 3.0)												
FAY99780_pass_barcode08_98e12ebb_5ad7f319_49	(15.0, 1.0)	(16.0, 1.0)	(17.0, 2.0)	(18.0, 1.0)	(19.0, 4.0)	(20.0, 3.0)	(21.0, 4.0)	(22.0, 3.0)	(23.0, 7.0)	(24.0, 7.0)	(25.0, 3.0)	(26.0, 6.0)	(27.0, 9.0)	(28.0, 10.0)	(29.0, 24.0)	(30.0, 21.0)	(31.0, 31.0)	(32.0, 27.0)	(33.0, 12.0)	(34.0, 11.0)	(35.0, 10.0)	(36.0, 2.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 1.0)										
FAY99780_pass_barcode08_98e12ebb_5ad7f319_5	(12.0, 1.0)	(13.0, 1.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 2.0)	(17.0, 7.0)	(18.0, 4.0)	(19.0, 6.0)	(20.0, 5.0)	(21.0, 7.0)	(22.0, 13.0)	(23.0, 10.0)	(24.0, 17.0)	(25.0, 16.0)	(26.0, 21.0)	(27.0, 19.0)	(28.0, 36.0)	(29.0, 26.0)	(30.0, 34.0)	(31.0, 33.0)	(32.0, 32.0)	(33.0, 24.0)	(34.0, 9.0)	(35.0, 9.0)	(36.0, 1.0)										
FAY99780_pass_barcode08_98e12ebb_5ad7f319_50	(14.0, 2.0)	(15.0, 2.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 0.0)	(20.0, 4.0)	(21.0, 2.0)	(22.0, 3.0)	(23.0, 1.0)	(24.0, 7.0)	(25.0, 7.0)	(26.0, 9.0)	(27.0, 13.0)	(28.0, 15.0)	(29.0, 16.0)	(30.0, 25.0)	(31.0, 24.0)	(32.0, 31.0)	(33.0, 19.0)	(34.0, 6.0)	(35.0, 7.0)	(36.0, 2.0)	(37.0, 1.0)	(38.0, 0.0)	(39.0, 1.0)									
FAY99780_pass_barcode08_98e12ebb_5ad7f319_51	(14.0, 1.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 2.0)	(18.0, 4.0)	(19.0, 0.0)	(20.0, 3.0)	(21.0, 7.0)	(22.0, 3.0)	(23.0, 4.0)	(24.0, 7.0)	(25.0, 4.0)	(26.0, 6.0)	(27.0, 13.0)	(28.0, 15.0)	(29.0, 20.0)	(30.0, 19.0)	(31.0, 31.0)	(32.0, 29.0)	(33.0, 20.0)	(34.0, 9.0)	(35.0, 2.0)	(36.0, 3.0)	(37.0, 1.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_52	(13.0, 2.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 6.0)	(19.0, 1.0)	(20.0, 3.0)	(21.0, 3.0)	(22.0, 6.0)	(23.0, 3.0)	(24.0, 6.0)	(25.0, 6.0)	(26.0, 6.0)	(27.0, 13.0)	(28.0, 20.0)	(29.0, 21.0)	(30.0, 28.0)	(31.0, 27.0)	(32.0, 30.0)	(33.0, 18.0)	(34.0, 11.0)	(35.0, 3.0)	(36.0, 2.0)	(37.0, 1.0)	(38.0, 1.0)									
FAY99780_pass_barcode08_98e12ebb_5ad7f319_53	(9.0, 1.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 2.0)	(18.0, 0.0)	(19.0, 3.0)	(20.0, 4.0)	(21.0, 2.0)	(22.0, 2.0)	(23.0, 6.0)	(24.0, 3.0)	(25.0, 10.0)	(26.0, 11.0)	(27.0, 14.0)	(28.0, 14.0)	(29.0, 21.0)	(30.0, 19.0)	(31.0, 31.0)	(32.0, 21.0)	(33.0, 17.0)	(34.0, 12.0)	(35.0, 4.0)	(36.0, 1.0)	(37.0, 1.0)	(38.0, 2.0)					
FAY99780_pass_barcode08_98e12ebb_5ad7f319_54	(14.0, 1.0)	(15.0, 1.0)	(16.0, 4.0)	(17.0, 2.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 1.0)	(21.0, 5.0)	(22.0, 3.0)	(23.0, 9.0)	(24.0, 10.0)	(25.0, 5.0)	(26.0, 6.0)	(27.0, 17.0)	(28.0, 14.0)	(29.0, 15.0)	(30.0, 28.0)	(31.0, 27.0)	(32.0, 26.0)	(33.0, 22.0)	(34.0, 7.0)	(35.0, 3.0)	(36.0, 2.0)	(37.0, 1.0)	(38.0, 0.0)	(39.0, 1.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 2.0)						
FAY99780_pass_barcode08_98e12ebb_5ad7f319_55	(14.0, 1.0)	(15.0, 1.0)	(16.0, 1.0)	(17.0, 2.0)	(18.0, 0.0)	(19.0, 4.0)	(20.0, 5.0)	(21.0, 5.0)	(22.0, 4.0)	(23.0, 6.0)	(24.0, 9.0)	(25.0, 6.0)	(26.0, 20.0)	(27.0, 11.0)	(28.0, 13.0)	(29.0, 19.0)	(30.0, 22.0)	(31.0, 18.0)	(32.0, 18.0)	(33.0, 19.0)	(34.0, 9.0)	(35.0, 6.0)	(36.0, 1.0)	(37.0, 0.0)	(38.0, 1.0)										
FAY99780_pass_barcode08_98e12ebb_5ad7f319_56	(13.0, 1.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 4.0)	(20.0, 0.0)	(21.0, 2.0)	(22.0, 2.0)	(23.0, 4.0)	(24.0, 9.0)	(25.0, 2.0)	(26.0, 7.0)	(27.0, 13.0)	(28.0, 21.0)	(29.0, 13.0)	(30.0, 21.0)	(31.0, 13.0)	(32.0, 18.0)	(33.0, 11.0)	(34.0, 8.0)	(35.0, 1.0)												
FAY99780_pass_barcode08_98e12ebb_5ad7f319_57	(15.0, 2.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 3.0)	(21.0, 3.0)	(22.0, 5.0)	(23.0, 3.0)	(24.0, 4.0)	(25.0, 8.0)	(26.0, 4.0)	(27.0, 11.0)	(28.0, 18.0)	(29.0, 11.0)	(30.0, 24.0)	(31.0, 11.0)	(32.0, 20.0)	(33.0, 19.0)	(34.0, 11.0)	(35.0, 2.0)	(36.0, 3.0)	(37.0, 2.0)	(38.0, 0.0)	(39.0, 1.0)	(40.0, 1.0)									
FAY99780_pass_barcode08_98e12ebb_5ad7f319_58	(12.0, 1.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 3.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 3.0)	(21.0, 6.0)	(22.0, 9.0)	(23.0, 5.0)	(24.0, 7.0)	(25.0, 9.0)	(26.0, 10.0)	(27.0, 17.0)	(28.0, 17.0)	(29.0, 12.0)	(30.0, 23.0)	(31.0, 30.0)	(32.0, 33.0)	(33.0, 17.0)	(34.0, 10.0)	(35.0, 2.0)	(36.0, 0.0)	(37.0, 1.0)									
FAY99780_pass_barcode08_98e12ebb_5ad7f319_59	(11.0, 1.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 3.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 2.0)	(21.0, 8.0)	(22.0, 3.0)	(23.0, 3.0)	(24.0, 6.0)	(25.0, 4.0)	(26.0, 7.0)	(27.0, 12.0)	(28.0, 14.0)	(29.0, 22.0)	(30.0, 21.0)	(31.0, 20.0)	(32.0, 13.0)	(33.0, 14.0)	(34.0, 8.0)	(35.0, 4.0)	(36.0, 2.0)									
FAY99780_pass_barcode08_98e12ebb_5ad7f319_6	(12.0, 1.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 3.0)	(16.0, 4.0)	(17.0, 4.0)	(18.0, 3.0)	(19.0, 5.0)	(20.0, 5.0)	(21.0, 8.0)	(22.0, 13.0)	(23.0, 15.0)	(24.0, 15.0)	(25.0, 8.0)	(26.0, 10.0)	(27.0, 19.0)	(28.0, 22.0)	(29.0, 33.0)	(30.0, 30.0)	(31.0, 40.0)	(32.0, 29.0)	(33.0, 25.0)	(34.0, 17.0)	(35.0, 9.0)	(36.0, 6.0)	(37.0, 1.0)	(38.0, 1.0)	(39.0, 0.0)	(40.0, 1.0)						
FAY99780_pass_barcode08_98e12ebb_5ad7f319_60	(13.0, 1.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 2.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 5.0)	(20.0, 3.0)	(21.0, 2.0)	(22.0, 3.0)	(23.0, 3.0)	(24.0, 5.0)	(25.0, 6.0)	(26.0, 14.0)	(27.0, 15.0)	(28.0, 13.0)	(29.0, 21.0)	(30.0, 18.0)	(31.0, 21.0)	(32.0, 32.0)	(33.0, 15.0)	(34.0, 4.0)	(35.0, 2.0)	(36.0, 1.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_61	(14.0, 1.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 2.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 8.0)	(21.0, 6.0)	(22.0, 4.0)	(23.0, 3.0)	(24.0, 5.0)	(25.0, 9.0)	(26.0, 6.0)	(27.0, 10.0)	(28.0, 9.0)	(29.0, 13.0)	(30.0, 30.0)	(31.0, 21.0)	(32.0, 20.0)	(33.0, 8.0)	(34.0, 7.0)	(35.0, 3.0)	(36.0, 2.0)	(37.0, 1.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_62	(14.0, 1.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 0.0)	(20.0, 5.0)	(21.0, 5.0)	(22.0, 4.0)	(23.0, 9.0)	(24.0, 8.0)	(25.0, 12.0)	(26.0, 9.0)	(27.0, 16.0)	(28.0, 10.0)	(29.0, 23.0)	(30.0, 25.0)	(31.0, 28.0)	(32.0, 20.0)	(33.0, 13.0)	(34.0, 5.0)	(35.0, 1.0)													
FAY99780_pass_barcode08_98e12ebb_5ad7f319_63	(14.0, 1.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 2.0)	(19.0, 3.0)	(20.0, 3.0)	(21.0, 1.0)	(22.0, 3.0)	(23.0, 4.0)	(24.0, 1.0)	(25.0, 8.0)	(26.0, 15.0)	(27.0, 8.0)	(28.0, 11.0)	(29.0, 7.0)	(30.0, 20.0)	(31.0, 20.0)	(32.0, 24.0)	(33.0, 10.0)	(34.0, 0.0)	(35.0, 5.0)	(36.0, 1.0)												
FAY99780_pass_barcode08_98e12ebb_5ad7f319_64	(14.0, 1.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 3.0)	(20.0, 3.0)	(21.0, 3.0)	(22.0, 6.0)	(23.0, 5.0)	(24.0, 7.0)	(25.0, 3.0)	(26.0, 8.0)	(27.0, 10.0)	(28.0, 14.0)	(29.0, 11.0)	(30.0, 16.0)	(31.0, 17.0)	(32.0, 14.0)	(33.0, 10.0)	(34.0, 8.0)	(35.0, 2.0)	(36.0, 1.0)	(37.0, 2.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_65	(14.0, 4.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 2.0)	(21.0, 3.0)	(22.0, 4.0)	(23.0, 5.0)	(24.0, 4.0)	(25.0, 3.0)	(26.0, 7.0)	(27.0, 13.0)	(28.0, 13.0)	(29.0, 19.0)	(30.0, 15.0)	(31.0, 14.0)	(32.0, 10.0)	(33.0, 17.0)	(34.0, 5.0)	(35.0, 4.0)	(36.0, 3.0)	(37.0, 1.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_66	(15.0, 1.0)	(16.0, 1.0)	(17.0, 1.0)	(18.0, 0.0)	(19.0, 3.0)	(20.0, 2.0)	(21.0, 1.0)	(22.0, 2.0)	(23.0, 3.0)	(24.0, 3.0)	(25.0, 5.0)	(26.0, 7.0)	(27.0, 7.0)	(28.0, 7.0)	(29.0, 7.0)	(30.0, 14.0)	(31.0, 15.0)	(32.0, 14.0)	(33.0, 7.0)	(34.0, 5.0)	(35.0, 4.0)	(36.0, 0.0)	(37.0, 1.0)												
FAY99780_pass_barcode08_98e12ebb_5ad7f319_67	(14.0, 1.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 4.0)	(18.0, 3.0)	(19.0, 2.0)	(20.0, 4.0)	(21.0, 7.0)	(22.0, 9.0)	(23.0, 6.0)	(24.0, 7.0)	(25.0, 4.0)	(26.0, 13.0)	(27.0, 12.0)	(28.0, 12.0)	(29.0, 12.0)	(30.0, 17.0)	(31.0, 18.0)	(32.0, 22.0)	(33.0, 18.0)	(34.0, 7.0)	(35.0, 2.0)	(36.0, 5.0)												
FAY99780_pass_barcode08_98e12ebb_5ad7f319_68	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 3.0)	(20.0, 4.0)	(21.0, 3.0)	(22.0, 3.0)	(23.0, 4.0)	(24.0, 8.0)	(25.0, 11.0)	(26.0, 10.0)	(27.0, 9.0)	(28.0, 10.0)	(29.0, 19.0)	(30.0, 19.0)	(31.0, 18.0)	(32.0, 22.0)	(33.0, 15.0)	(34.0, 8.0)	(35.0, 4.0)	(36.0, 1.0)	(37.0, 1.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 1.0)									
FAY99780_pass_barcode08_98e12ebb_5ad7f319_69	(15.0, 1.0)	(16.0, 1.0)	(17.0, 1.0)	(18.0, 4.0)	(19.0, 1.0)	(20.0, 3.0)	(21.0, 2.0)	(22.0, 6.0)	(23.0, 7.0)	(24.0, 8.0)	(25.0, 8.0)	(26.0, 16.0)	(27.0, 9.0)	(28.0, 11.0)	(29.0, 12.0)	(30.0, 21.0)	(31.0, 19.0)	(32.0, 15.0)	(33.0, 11.0)	(34.0, 4.0)	(35.0, 3.0)	(36.0, 2.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 1.0)										
FAY99780_pass_barcode08_98e12ebb_5ad7f319_7	(15.0, 1.0)	(16.0, 3.0)	(17.0, 1.0)	(18.0, 7.0)	(19.0, 4.0)	(20.0, 7.0)	(21.0, 14.0)	(22.0, 10.0)	(23.0, 12.0)	(24.0, 9.0)	(25.0, 10.0)	(26.0, 14.0)	(27.0, 14.0)	(28.0, 23.0)	(29.0, 26.0)	(30.0, 39.0)	(31.0, 36.0)	(32.0, 28.0)	(33.0, 16.0)	(34.0, 7.0)	(35.0, 3.0)	(36.0, 5.0)	(37.0, 1.0)	(38.0, 2.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_70	(13.0, 2.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 3.0)	(18.0, 3.0)	(19.0, 7.0)	(20.0, 3.0)	(21.0, 3.0)	(22.0, 4.0)	(23.0, 6.0)	(24.0, 3.0)	(25.0, 8.0)	(26.0, 7.0)	(27.0, 12.0)	(28.0, 19.0)	(29.0, 19.0)	(30.0, 22.0)	(31.0, 15.0)	(32.0, 15.0)	(33.0, 19.0)	(34.0, 7.0)	(35.0, 1.0)	(36.0, 1.0)	(37.0, 0.0)	(38.0, 1.0)									
FAY99780_pass_barcode08_98e12ebb_5ad7f319_71	(14.0, 4.0)	(15.0, 3.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 3.0)	(19.0, 2.0)	(20.0, 5.0)	(21.0, 3.0)	(22.0, 3.0)	(23.0, 6.0)	(24.0, 3.0)	(25.0, 3.0)	(26.0, 6.0)	(27.0, 7.0)	(28.0, 16.0)	(29.0, 21.0)	(30.0, 19.0)	(31.0, 17.0)	(32.0, 19.0)	(33.0, 10.0)	(34.0, 8.0)	(35.0, 2.0)	(36.0, 1.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 1.0)							
FAY99780_pass_barcode08_98e12ebb_5ad7f319_72	(13.0, 1.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 2.0)	(18.0, 2.0)	(19.0, 1.0)	(20.0, 0.0)	(21.0, 3.0)	(22.0, 3.0)	(23.0, 3.0)	(24.0, 6.0)	(25.0, 7.0)	(26.0, 6.0)	(27.0, 7.0)	(28.0, 18.0)	(29.0, 22.0)	(30.0, 19.0)	(31.0, 16.0)	(32.0, 19.0)	(33.0, 12.0)	(34.0, 6.0)	(35.0, 1.0)	(36.0, 1.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_73	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 1.0)	(21.0, 3.0)	(22.0, 2.0)	(23.0, 8.0)	(24.0, 4.0)	(25.0, 9.0)	(26.0, 2.0)	(27.0, 11.0)	(28.0, 11.0)	(29.0, 15.0)	(30.0, 17.0)	(31.0, 17.0)	(32.0, 13.0)	(33.0, 8.0)	(34.0, 2.0)	(35.0, 2.0)	(36.0, 1.0)													
FAY99780_pass_barcode08_98e12ebb_5ad7f319_74	(16.0, 1.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 1.0)	(21.0, 4.0)	(22.0, 3.0)	(23.0, 5.0)	(24.0, 1.0)	(25.0, 6.0)	(26.0, 9.0)	(27.0, 10.0)	(28.0, 8.0)	(29.0, 12.0)	(30.0, 15.0)	(31.0, 17.0)	(32.0, 18.0)	(33.0, 6.0)	(34.0, 2.0)	(35.0, 1.0)	(36.0, 1.0)														
FAY99780_pass_barcode08_98e12ebb_5ad7f319_75	(12.0, 1.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 2.0)	(20.0, 2.0)	(21.0, 1.0)	(22.0, 5.0)	(23.0, 2.0)	(24.0, 6.0)	(25.0, 6.0)	(26.0, 4.0)	(27.0, 6.0)	(28.0, 7.0)	(29.0, 8.0)	(30.0, 13.0)	(31.0, 14.0)	(32.0, 11.0)	(33.0, 5.0)	(34.0, 2.0)	(35.0, 2.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_76	(12.0, 1.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 2.0)	(21.0, 3.0)	(22.0, 6.0)	(23.0, 4.0)	(24.0, 2.0)	(25.0, 5.0)	(26.0, 7.0)	(27.0, 11.0)	(28.0, 7.0)	(29.0, 21.0)	(30.0, 19.0)	(31.0, 18.0)	(32.0, 15.0)	(33.0, 6.0)	(34.0, 4.0)												
FAY99780_pass_barcode08_98e12ebb_5ad7f319_77	(11.0, 1.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 3.0)	(20.0, 2.0)	(21.0, 3.0)	(22.0, 2.0)	(23.0, 1.0)	(24.0, 3.0)	(25.0, 5.0)	(26.0, 5.0)	(27.0, 9.0)	(28.0, 13.0)	(29.0, 19.0)	(30.0, 15.0)	(31.0, 26.0)	(32.0, 24.0)	(33.0, 10.0)	(34.0, 5.0)	(35.0, 2.0)	(36.0, 3.0)	(37.0, 2.0)	(38.0, 1.0)							
FAY99780_pass_barcode08_98e12ebb_5ad7f319_78	(16.0, 1.0)	(17.0, 4.0)	(18.0, 3.0)	(19.0, 3.0)	(20.0, 1.0)	(21.0, 3.0)	(22.0, 6.0)	(23.0, 4.0)	(24.0, 3.0)	(25.0, 6.0)	(26.0, 11.0)	(27.0, 14.0)	(28.0, 13.0)	(29.0, 14.0)	(30.0, 11.0)	(31.0, 17.0)	(32.0, 12.0)	(33.0, 11.0)	(34.0, 7.0)	(35.0, 5.0)	(36.0, 1.0)														
FAY99780_pass_barcode08_98e12ebb_5ad7f319_79	(16.0, 1.0)	(17.0, 3.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 1.0)	(21.0, 2.0)	(22.0, 3.0)	(23.0, 3.0)	(24.0, 3.0)	(25.0, 6.0)	(26.0, 8.0)	(27.0, 7.0)	(28.0, 15.0)	(29.0, 11.0)	(30.0, 16.0)	(31.0, 22.0)	(32.0, 22.0)	(33.0, 13.0)	(34.0, 6.0)	(35.0, 5.0)															
FAY99780_pass_barcode08_98e12ebb_5ad7f319_8	(15.0, 2.0)	(16.0, 2.0)	(17.0, 1.0)	(18.0, 4.0)	(19.0, 5.0)	(20.0, 6.0)	(21.0, 7.0)	(22.0, 9.0)	(23.0, 11.0)	(24.0, 18.0)	(25.0, 16.0)	(26.0, 13.0)	(27.0, 14.0)	(28.0, 30.0)	(29.0, 31.0)	(30.0, 29.0)	(31.0, 23.0)	(32.0, 20.0)	(33.0, 21.0)	(34.0, 10.0)	(35.0, 7.0)	(36.0, 2.0)	(37.0, 1.0)	(38.0, 2.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_80	(12.0, 1.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 3.0)	(20.0, 1.0)	(21.0, 2.0)	(22.0, 3.0)	(23.0, 7.0)	(24.0, 1.0)	(25.0, 12.0)	(26.0, 6.0)	(27.0, 13.0)	(28.0, 14.0)	(29.0, 14.0)	(30.0, 15.0)	(31.0, 18.0)	(32.0, 17.0)	(33.0, 15.0)	(34.0, 8.0)	(35.0, 2.0)	(36.0, 2.0)										
FAY99780_pass_barcode08_98e12ebb_5ad7f319_81	(14.0, 2.0)	(15.0, 2.0)	(16.0, 3.0)	(17.0, 1.0)	(18.0, 0.0)	(19.0, 3.0)	(20.0, 3.0)	(21.0, 5.0)	(22.0, 4.0)	(23.0, 7.0)	(24.0, 6.0)	(25.0, 7.0)	(26.0, 13.0)	(27.0, 7.0)	(28.0, 9.0)	(29.0, 13.0)	(30.0, 21.0)	(31.0, 17.0)	(32.0, 12.0)	(33.0, 10.0)	(34.0, 8.0)	(35.0, 1.0)	(36.0, 2.0)	(37.0, 0.0)	(38.0, 1.0)	(39.0, 1.0)									
FAY99780_pass_barcode08_98e12ebb_5ad7f319_82	(13.0, 1.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 4.0)	(18.0, 4.0)	(19.0, 2.0)	(20.0, 2.0)	(21.0, 6.0)	(22.0, 5.0)	(23.0, 4.0)	(24.0, 4.0)	(25.0, 13.0)	(26.0, 8.0)	(27.0, 9.0)	(28.0, 11.0)	(29.0, 15.0)	(30.0, 21.0)	(31.0, 21.0)	(32.0, 24.0)	(33.0, 7.0)	(34.0, 3.0)	(35.0, 2.0)	(36.0, 2.0)											
FAY99780_pass_barcode08_98e12ebb_5ad7f319_83	(14.0, 1.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 2.0)	(18.0, 2.0)	(19.0, 3.0)	(20.0, 1.0)	(21.0, 4.0)	(22.0, 2.0)	(23.0, 3.0)	(24.0, 4.0)	(25.0, 6.0)	(26.0, 13.0)	(27.0, 20.0)	(28.0, 11.0)	(29.0, 16.0)	(30.0, 26.0)	(31.0, 15.0)	(32.0, 13.0)	(33.0, 10.0)	(34.0, 2.0)	(35.0, 1.0)	(36.0, 1.0)												
